id,district,primary_crop,year,month,day_of_year,season,is_kharif,is_rabi,rainfall_mm,temperature_c,humidity_pct,dam_level_pct,groundwater_level_m,crop_price_inr_qtl,price_volatility,msp_gap_inr,subsidy_delay_days,insurance_claim_rate,pm_kisan_coverage,complaint_count,distress_news_score,water_stress_index,market_stress_index,gov_failure_score,risk_score,risk_label,risk_category
709,Chikkamagaluru,Coffee,2024,5,6,Summer,0,0,99.3,27.5,79.3,45.8,22.7,10463,1167.4,8280,17,0.103,0.796,3,0.0,65.8,116.7,18.7,29.4,1,Alert
710,Belagavi,Sugarcane,2023,6,357,Kharif,1,0,32.2,36.1,62.0,34.4,42.5,3278,394.6,1095,98,0.301,0.722,6,0.8,61.5,39.5,62.9,40.9,1,Alert
711,Chitradurga,Groundnut,2022,2,309,Rabi,0,1,4.1,35.0,50.7,27.0,23.8,6159,782.9,3976,33,0.414,0.692,4,45.3,74.6,78.3,31.9,33.6,1,Alert
712,Shivamogga,Paddy,2023,4,126,Summer,0,0,48.9,38.1,78.2,39.5,38.4,2352,224.1,169,9,0.161,0.695,2,9.2,61.0,22.4,19.8,19.0,0,Safe
713,Dharwada,Cotton,2022,7,160,Kharif,1,0,93.6,35.5,59.5,27.3,32.5,7076,846.8,4893,30,0.294,0.672,7,14.1,70.1,84.7,31.4,30.4,1,Alert
714,Chamarajanagar,Ragi,2024,6,33,Kharif,1,0,46.8,28.0,74.3,32.4,38.5,4021,447.6,1838,4,0.232,0.652,6,25.8,64.5,44.8,19.4,27.7,1,Alert
715,Yadgir,Paddy,2022,11,291,Rabi,0,1,16.2,33.8,56.9,27.2,36.9,2089,220.7,-94,33,0.709,0.495,6,9.9,68.0,23.0,41.8,9.0,0,Safe
716,Chikkaballapur,Tomato,2024,2,235,Rabi,0,1,12.8,39.2,60.7,24.8,34.3,778,146.1,-1405,3,0.545,0.566,7,48.9,70.5,28.7,23.2,18.6,0,Safe
717,Chikkamagaluru,Coffee,2023,2,84,Rabi,0,1,10.9,24.1,86.7,61.3,56.6,9257,1145.4,7074,32,0.165,0.636,7,0.0,41.0,114.5,34.2,31.3,1,Alert
718,Dharwada,Cotton,2023,6,127,Kharif,1,0,61.5,34.3,63.8,25.0,35.2,7049,912.2,4866,68,0.427,0.633,5,7.7,69.9,91.2,52.4,36.2,1,Alert
719,Chikkaballapur,Tomato,2023,10,266,Summer,0,0,79.9,40.2,53.6,36.0,31.3,690,130.3,-1493,38,0.309,0.589,7,39.0,66.3,28.0,39.5,25.1,1,Alert
720,Yadgir,Paddy,2024,7,25,Kharif,1,0,53.3,35.2,57.8,12.4,32.9,2326,251.3,143,44,0.742,0.472,7,52.4,77.3,25.1,48.4,27.4,1,Alert
721,Hassan,Paddy,2023,10,202,Summer,0,0,138.9,31.6,67.8,75.4,33.2,2243,255.7,60,3,0.276,0.707,2,0.0,45.7,25.6,16.2,10.8,0,Safe
722,Vijayapura,Soybean,2024,5,301,Summer,0,0,58.3,36.7,56.0,20.8,28.7,5123,537.8,2940,173,0.485,0.617,3,24.8,75.2,53.8,105.7,37.1,1,Alert
723,Tumkuru,Groundnut,2022,9,212,Kharif,1,0,99.2,38.2,72.6,44.6,38.4,6596,768.2,4413,23,0.334,0.62,10,30.1,58.5,76.8,30.5,30.5,1,Alert
724,Chamarajanagar,Ragi,2023,6,231,Kharif,1,0,79.1,34.6,70.5,25.4,26.2,3727,397.3,1544,11,0.243,0.714,4,14.4,74.2,39.7,19.8,24.8,0,Safe
725,Raichur,Paddy,2024,4,133,Summer,0,0,11.5,38.0,61.7,18.5,11.7,2390,240.8,207,41,0.697,0.538,10,18.4,84.9,24.1,43.6,30.0,1,Alert
726,Haveri,Cotton,2023,12,327,Rabi,0,1,11.6,34.1,73.0,52.5,28.2,6725,794.0,4542,14,0.338,0.609,4,22.1,59.6,79.4,26.6,31.9,1,Alert
727,Raichur,Paddy,2024,8,360,Kharif,1,0,64.9,36.0,61.8,27.3,20.3,2293,240.5,110,24,0.696,0.479,3,23.5,76.2,24.1,38.0,15.2,0,Safe
728,Gadag,Wheat,2023,7,149,Kharif,1,0,86.6,34.8,57.6,32.7,32.1,2168,291.3,-15,4,0.445,0.658,10,54.5,67.6,29.3,19.1,19.6,0,Safe
729,Yadgir,Paddy,2023,9,169,Kharif,1,0,37.3,38.8,48.5,30.1,29.5,2158,239.2,-25,11,0.799,0.449,4,17.9,70.2,24.2,33.0,22.9,0,Safe
730,Belagavi,Sugarcane,2023,12,285,Rabi,0,1,6.7,30.9,53.5,46.3,32.1,3363,412.9,1180,164,0.326,0.665,6,22.4,60.8,41.3,98.8,34.8,1,Alert
731,Haveri,Cotton,2023,4,285,Summer,0,0,31.5,33.0,61.2,30.7,33.6,7112,800.7,4929,16,0.357,0.728,6,0.0,67.8,80.1,21.6,32.3,1,Alert
732,Dharwad,Cotton,2024,9,156,Kharif,1,0,81.9,35.4,68.5,44.0,26.1,7057,741.9,4874,75,0.392,0.674,4,5.2,65.0,74.2,53.8,39.1,1,Alert
733,Chamarajanagar,Ragi,2023,5,71,Summer,0,0,49.6,35.3,62.0,38.4,33.9,4036,447.8,1853,10,0.207,0.711,3,0.0,63.8,44.8,19.5,23.6,0,Safe
734,Udupi,Paddy,2024,2,328,Rabi,0,1,28.0,28.8,72.7,74.2,48.6,2221,244.4,38,1,0.118,0.793,5,4.3,38.6,24.4,10.8,13.4,0,Safe
735,Uttara Kannada,Paddy,2023,4,196,Summer,0,0,80.8,31.2,67.5,59.7,31.1,2400,256.3,217,10,0.154,0.665,2,12.1,54.6,25.6,21.8,12.6,0,Safe
736,Vijayapura,Soybean,2024,7,80,Kharif,1,0,57.3,36.5,47.8,31.9,19.4,4956,559.2,2773,8,0.524,0.618,8,52.6,74.3,55.9,23.1,28.9,1,Alert
737,Davangere,Paddy,2024,7,281,Kharif,1,0,51.5,33.8,74.2,51.6,30.6,2258,264.2,75,15,0.398,0.704,6,22.3,58.9,26.4,22.3,19.3,0,Safe
738,Haveri,Cotton,2022,7,182,Kharif,1,0,51.2,33.9,70.4,36.3,30.9,7031,857.4,4848,34,0.42,0.721,5,34.9,66.4,85.7,31.0,38.3,1,Alert
739,Udupi,Paddy,2022,8,110,Kharif,1,0,221.7,33.4,75.0,79.9,47.9,2241,281.8,58,19,0.055,0.848,3,8.6,36.1,28.2,17.1,18.9,0,Safe
740,Chitradurga,Groundnut,2024,5,91,Summer,0,0,72.1,37.2,72.8,19.3,24.3,6595,739.4,4412,12,0.445,0.577,14,1.2,78.2,73.9,27.2,28.9,1,Alert
741,Udupi,Paddy,2022,3,29,Summer,0,0,34.9,29.5,87.8,54.4,38.1,2272,236.2,89,0,0.047,0.819,2,3.1,53.8,23.6,9.1,15.1,0,Safe
742,Chikkaballapur,Tomato,2024,6,105,Kharif,1,0,56.5,36.2,54.0,18.4,24.8,701,28.0,-1482,32,0.432,0.689,5,16.1,78.4,17.6,31.6,18.4,0,Safe
743,Raichur,Paddy,2022,5,201,Summer,0,0,56.5,45.5,47.0,20.9,26.2,2279,259.3,96,60,0.657,0.485,9,58.4,76.4,25.9,55.8,36.7,1,Alert
744,Tumkuru,Groundnut,2023,6,234,Kharif,1,0,50.0,33.5,50.3,19.0,33.1,6216,730.3,4033,9,0.294,0.748,11,34.5,74.0,73.0,17.1,26.6,1,Alert
745,Uttara Kannada,Paddy,2024,12,84,Rabi,0,1,9.8,24.5,90.3,89.4,42.4,2119,291.2,-64,1,0.037,0.734,2,24.1,34.1,29.8,13.8,17.6,0,Safe
746,Haveri,Cotton,2022,12,64,Rabi,0,1,6.9,31.2,64.5,44.3,39.9,7173,860.8,4990,6,0.351,0.69,10,18.7,57.9,86.1,18.5,31.9,1,Alert
747,Haveri,Cotton,2023,5,237,Summer,0,0,91.3,40.5,58.3,27.2,17.9,7931,854.2,5748,34,0.394,0.662,2,33.6,77.4,85.4,33.9,30.4,1,Alert
748,Uttara Kannada,Paddy,2023,11,294,Rabi,0,1,53.0,25.4,67.4,98.7,57.3,2078,220.8,-105,47,0.023,0.756,1,25.0,22.0,23.1,35.7,16.7,0,Safe
749,Kalaburagi,Soybean,2024,4,219,Summer,0,0,18.2,42.0,57.7,26.4,19.4,4880,636.9,2697,9,0.585,0.504,9,47.0,77.1,63.7,29.3,29.2,1,Alert
750,Gadag,Wheat,2023,6,164,Kharif,1,0,40.9,38.5,50.3,25.9,5.9,2425,254.6,242,44,0.477,0.652,5,34.7,84.1,25.5,39.4,34.9,1,Alert
751,Chikkaballapur,Tomato,2024,1,40,Rabi,0,1,5.3,33.8,52.1,31.7,28.7,664,84.6,-1519,6,0.394,0.693,14,17.2,69.8,23.6,18.4,10.5,0,Safe
752,Kodagu,Coffee,2023,6,356,Kharif,1,0,230.9,20.6,79.9,40.1,31.7,9937,1074.6,7754,0,0.086,0.832,4,0.0,64.1,107.5,8.4,32.1,1,Alert
753,Chitradurga,Groundnut,2023,4,68,Summer,0,0,44.2,38.2,55.4,16.5,28.2,6944,794.6,4761,92,0.478,0.681,7,24.9,77.7,79.5,61.9,34.4,1,Alert
754,Bangalore Rural,Tomato,2022,9,129,Kharif,1,0,59.5,38.4,63.4,24.7,31.9,707,55.1,-1476,6,0.224,0.624,4,15.9,71.7,20.3,21.8,23.3,0,Safe
755,Bidar,Sorghum,2024,7,50,Kharif,1,0,32.6,36.2,62.1,30.6,26.7,3048,323.9,865,10,0.606,0.593,14,17.6,71.3,32.4,25.4,24.5,0,Safe
756,Haveri,Cotton,2023,8,140,Kharif,1,0,64.5,40.2,66.4,49.2,34.2,7333,796.1,5150,30,0.437,0.685,6,12.7,58.3,79.6,30.7,33.9,1,Alert
757,Yadgir,Paddy,2022,6,284,Kharif,1,0,69.7,35.6,53.1,18.0,27.6,2244,276.2,61,0,0.745,0.513,9,53.6,77.2,27.6,24.3,25.8,1,Alert
758,Davangere,Paddy,2023,1,184,Rabi,0,1,4.5,28.4,71.4,50.8,55.9,2182,309.0,-1,23,0.449,0.701,8,9.4,46.7,30.9,26.5,18.2,0,Safe
759,Dharwada,Cotton,2024,11,13,Rabi,0,1,17.5,27.8,64.5,52.5,43.6,6453,875.6,4270,28,0.421,0.683,6,0.0,52.0,87.6,29.9,28.4,1,Alert
760,Tumkuru,Groundnut,2024,8,92,Kharif,1,0,57.8,35.3,56.1,40.8,45.0,6232,729.9,4049,11,0.317,0.717,7,44.9,57.1,73.0,19.7,21.7,0,Safe
761,Bidar,Sorghum,2024,11,75,Rabi,0,1,22.5,29.9,69.5,34.3,36.4,2808,461.9,625,38,0.646,0.57,11,10.7,64.7,46.2,40.5,26.8,1,Alert
762,Davangere,Paddy,2023,3,296,Summer,0,0,5.6,41.8,57.4,35.7,27.3,2383,279.2,200,45,0.344,0.727,3,7.5,68.5,27.9,36.1,29.1,1,Alert
763,Tumkuru,Groundnut,2024,7,350,Kharif,1,0,56.3,35.6,62.4,31.3,37.7,6386,681.7,4203,11,0.402,0.667,12,6.5,65.5,68.2,22.1,34.1,1,Alert
764,Dharwad,Cotton,2024,8,191,Kharif,1,0,45.7,36.1,68.5,29.7,35.6,7380,823.4,5197,24,0.442,0.715,6,18.8,67.3,82.3,26.2,33.0,1,Alert
765,Bengaluru,Tomato,2022,5,124,Summer,0,0,63.0,37.2,70.2,14.9,27.9,754,23.3,-1429,16,0.23,0.547,7,14.7,78.6,16.6,30.6,17.2,0,Safe
766,Ballari,Cotton,2023,1,280,Rabi,0,1,3.6,30.8,61.7,39.1,47.5,7062,819.4,4879,50,0.562,0.637,4,19.2,56.7,81.9,43.1,28.8,1,Alert
767,Kalaburagi,Soybean,2023,6,304,Kharif,1,0,24.0,38.1,50.9,17.6,25.8,4700,590.0,2517,43,0.616,0.613,15,35.6,78.3,59.0,40.9,35.5,1,Alert
768,Bidar,Sorghum,2024,8,132,Kharif,1,0,22.8,37.3,59.3,28.1,28.6,3018,327.8,835,10,0.601,0.517,13,31.0,71.7,32.8,29.1,38.4,1,Alert
769,Ramanagara,Ragi,2022,1,173,Rabi,0,1,7.0,31.3,81.6,39.4,45.0,3729,464.6,1546,45,0.171,0.661,5,5.2,57.8,46.5,39.5,19.0,0,Safe
770,Koppal,Paddy,2024,4,17,Summer,0,0,26.3,39.5,49.2,20.1,19.0,2476,261.5,293,35,0.505,0.545,8,21.7,80.5,26.1,40.2,22.2,0,Safe
771,Gadag,Wheat,2023,6,22,Kharif,1,0,53.8,31.0,85.8,21.3,31.1,2378,227.7,195,16,0.497,0.714,7,11.9,73.8,22.8,22.3,19.8,0,Safe
772,Chikkamagaluru,Coffee,2022,6,278,Kharif,1,0,69.4,25.3,81.8,52.1,42.7,9182,1133.9,6999,49,0.122,0.72,4,0.0,52.6,113.4,38.5,44.4,1,Alert
773,Vijayapura,Soybean,2022,3,157,Summer,0,0,11.7,38.7,73.9,32.2,35.4,5131,536.2,2948,44,0.557,0.611,7,21.5,66.2,53.6,41.5,28.4,1,Alert
774,Raichur,Paddy,2024,8,93,Kharif,1,0,40.8,34.2,62.0,23.9,34.4,2289,247.0,106,6,0.74,0.525,5,14.4,70.8,24.7,26.8,29.5,1,Alert
775,Davangere,Paddy,2024,3,343,Summer,0,0,7.7,41.7,65.2,46.2,24.1,2342,302.5,159,36,0.465,0.705,5,6.8,64.8,30.2,32.8,26.5,1,Alert
776,Chikkaballapur,Tomato,2024,5,294,Summer,0,0,86.5,37.0,53.3,23.9,18.8,744,33.5,-1439,48,0.488,0.627,6,13.0,78.7,17.7,42.6,19.4,0,Safe
777,Kalaburagi,Soybean,2022,5,206,Summer,0,0,44.3,40.8,48.9,16.7,13.0,5184,578.6,3001,20,0.528,0.564,7,14.4,85.2,57.9,31.8,24.6,0,Safe
778,Bangalore Rural,Tomato,2022,12,277,Rabi,0,1,7.7,27.5,58.6,32.3,41.8,704,64.0,-1479,70,0.34,0.692,3,13.8,63.0,21.2,50.4,14.6,0,Safe
779,Chikkamagaluru,Coffee,2024,3,80,Summer,0,0,10.9,24.4,53.1,46.1,43.1,10172,1147.2,7989,37,0.114,0.777,4,17.1,55.4,114.7,29.6,43.2,1,Alert
780,Yadgir,Paddy,2022,10,141,Summer,0,0,59.4,39.2,44.3,19.8,36.6,2087,287.9,-96,18,0.673,0.483,8,14.5,71.8,29.8,34.9,16.4,0,Safe
781,Chikkamagaluru,Coffee,2023,2,245,Rabi,0,1,12.6,27.3,77.5,61.7,46.1,9690,1159.2,7507,13,0.133,0.742,5,0.0,46.1,115.9,19.4,39.7,1,Alert
782,Udupi,Paddy,2022,10,45,Summer,0,0,304.0,30.9,85.3,91.6,50.1,2004,240.0,-179,21,0.131,0.832,0,0.0,29.2,25.8,18.9,6.2,0,Safe
783,Gadag,Wheat,2022,11,296,Rabi,0,1,20.0,38.0,52.4,43.9,43.6,2166,302.4,-17,9,0.523,0.63,5,29.8,56.2,30.4,23.0,28.4,1,Alert
784,Chikkaballapur,Tomato,2022,10,342,Summer,0,0,84.8,40.0,48.3,41.5,45.6,549,136.1,-1634,66,0.432,0.706,8,31.9,56.5,29.9,47.7,25.2,1,Alert
785,Dharwad,Cotton,2023,12,155,Rabi,0,1,9.3,31.7,53.7,46.8,32.2,6894,838.5,4711,7,0.367,0.716,7,26.5,60.5,83.8,17.7,24.8,0,Safe
786,Chitradurga,Groundnut,2023,10,292,Summer,0,0,130.6,40.2,63.0,48.8,22.6,6024,763.1,3841,38,0.442,0.671,10,41.4,64.3,76.3,35.5,30.7,1,Alert
787,Chikkamagaluru,Coffee,2022,7,131,Kharif,1,0,127.6,20.6,79.1,59.4,38.5,9304,1203.2,7121,17,0.19,0.674,1,6.2,51.0,120.3,24.8,35.1,1,Alert
788,Hassan,Paddy,2022,7,352,Kharif,1,0,78.2,29.6,74.3,55.5,32.5,2210,267.4,27,19,0.248,0.697,5,0.0,56.0,26.7,24.7,9.3,0,Safe
789,Ramanagara,Ragi,2024,2,297,Rabi,0,1,10.1,33.5,79.3,29.8,31.1,3664,449.1,1481,14,0.228,0.677,5,20.7,69.6,44.9,23.1,21.2,0,Safe
790,Dharwad,Cotton,2023,8,190,Kharif,1,0,58.3,40.6,65.3,34.6,54.4,7234,854.1,5051,6,0.451,0.704,5,37.8,55.5,85.4,17.8,29.0,1,Alert
791,Ballari,Cotton,2024,12,201,Rabi,0,1,5.3,34.6,63.4,46.6,30.1,7100,888.6,4917,51,0.515,0.625,9,26.8,61.7,88.9,44.2,36.4,1,Alert
792,Ramanagara,Ragi,2023,1,42,Rabi,0,1,8.0,24.9,67.9,39.9,41.3,3758,431.1,1575,44,0.303,0.714,7,11.7,59.4,43.1,36.3,19.1,0,Safe
793,Vijayapura,Soybean,2023,10,214,Summer,0,0,49.3,34.7,84.7,46.2,42.0,4533,582.5,2350,23,0.547,0.619,8,3.9,55.9,58.2,30.6,31.2,1,Alert
794,Raichur,Paddy,2023,8,168,Kharif,1,0,37.6,33.9,51.5,27.9,22.4,2277,263.3,94,48,0.664,0.555,8,48.3,74.8,26.3,46.2,33.3,1,Alert
795,Udupi,Paddy,2023,4,193,Summer,0,0,70.9,33.7,63.5,44.6,29.6,2319,228.4,136,7,0.126,0.821,1,0.0,62.9,22.8,12.5,14.7,0,Safe
796,Dharwada,Cotton,2024,11,82,Rabi,0,1,16.7,29.8,50.7,49.7,38.7,6762,831.3,4579,18,0.443,0.64,3,23.4,55.8,83.1,27.0,36.6,1,Alert
797,Shivamogga,Paddy,2023,7,361,Kharif,1,0,117.0,31.4,59.7,52.6,49.2,2164,325.9,-19,4,0.205,0.757,1,0.0,49.1,32.8,14.2,22.5,0,Safe
798,Shivamogga,Paddy,2024,5,287,Summer,0,0,130.0,34.9,74.6,34.8,29.0,2171,345.2,-12,3,0.163,0.739,3,17.6,68.1,34.6,14.6,19.3,0,Safe
799,Belagavi,Sugarcane,2023,8,269,Kharif,1,0,153.1,32.6,79.6,38.7,21.1,3276,387.7,1093,36,0.314,0.655,5,22.4,70.1,38.8,35.2,24.3,0,Safe
800,Koppal,Paddy,2024,11,344,Rabi,0,1,18.7,30.5,68.8,53.5,31.4,2045,281.4,-138,11,0.648,0.638,9,10.3,57.5,29.5,23.6,20.0,0,Safe
801,Davangere,Paddy,2024,3,262,Summer,0,0,18.4,36.5,65.6,36.2,39.4,2398,237.9,215,56,0.299,0.727,6,26.0,62.2,23.8,41.7,10.3,0,Safe
802,Tumkuru,Groundnut,2022,11,223,Rabi,0,1,28.7,31.5,68.0,46.5,37.1,6114,742.5,3931,18,0.358,0.726,9,11.8,58.2,74.2,22.7,32.0,1,Alert
803,Hassan,Paddy,2022,12,157,Rabi,0,1,15.6,34.5,58.8,66.3,45.4,2230,253.6,47,6,0.32,0.773,3,39.6,44.2,25.4,14.3,18.0,0,Safe
804,Ramanagara,Ragi,2023,1,82,Rabi,0,1,3.3,31.4,64.5,37.4,51.2,3790,440.4,1607,4,0.323,0.61,5,34.4,55.7,44.0,21.5,31.5,1,Alert
805,Davangere,Paddy,2023,5,28,Summer,0,0,60.1,35.7,64.1,24.0,23.7,2259,192.0,76,1,0.354,0.682,10,28.5,76.2,19.2,16.4,14.5,0,Safe
806,Haveri,Cotton,2022,12,287,Rabi,0,1,4.0,32.5,70.7,52.5,46.5,7048,840.7,4865,126,0.33,0.714,8,3.6,50.5,84.1,77.3,39.6,1,Alert
807,Dharwada,Cotton,2024,6,26,Kharif,1,0,51.7,38.2,65.4,33.4,28.2,7215,741.1,5032,10,0.432,0.62,3,10.2,69.2,74.1,24.0,26.9,1,Alert
808,Bagalkot,Sugarcane,2022,10,304,Summer,0,0,76.6,39.9,70.9,48.5,47.2,3131,346.5,948,9,0.574,0.622,6,17.6,52.1,34.6,23.4,25.7,1,Alert
809,Dharwad,Cotton,2023,5,211,Summer,0,0,50.9,34.7,71.7,22.5,17.2,7605,900.5,5422,8,0.427,0.687,6,2.0,80.2,90.0,19.6,41.1,1,Alert
810,Ballari,Cotton,2024,7,323,Kharif,1,0,34.7,39.6,62.7,33.8,36.5,6600,802.6,4417,60,0.532,0.56,8,15.7,64.8,80.3,52.0,46.9,1,Alert
811,Chitradurga,Groundnut,2024,5,107,Summer,0,0,104.4,41.2,57.4,13.3,9.0,6678,737.0,4495,2,0.454,0.661,11,0.0,88.8,73.7,17.9,26.3,1,Alert
812,Mysuru,Paddy,2022,9,295,Kharif,1,0,101.9,35.8,58.4,69.1,41.0,2184,252.5,1,9,0.188,0.774,6,0.0,45.0,25.2,15.8,10.6,0,Safe
813,Hassan,Paddy,2023,11,196,Rabi,0,1,36.4,28.5,62.8,72.7,41.8,2151,294.1,-32,69,0.33,0.749,3,10.8,42.8,29.7,47.0,15.8,0,Safe
814,Tumkuru,Groundnut,2023,6,48,Kharif,1,0,71.7,35.9,55.0,32.2,4.3,6179,723.7,3996,26,0.28,0.576,10,33.0,81.8,72.4,34.2,33.1,1,Alert
815,Belagavi,Sugarcane,2023,5,83,Summer,0,0,40.5,38.3,55.5,23.1,29.2,3472,435.2,1289,4,0.323,0.652,8,13.0,73.8,43.5,19.4,36.0,1,Alert
816,Bangalore Rural,Tomato,2024,1,55,Rabi,0,1,6.9,30.1,65.7,25.9,46.1,675,85.5,-1508,30,0.383,0.675,4,27.2,64.0,23.6,31.2,16.3,0,Safe
817,Ramanagara,Ragi,2024,7,134,Kharif,1,0,43.7,36.0,56.3,23.0,43.8,3443,398.5,1260,46,0.265,0.685,3,15.0,66.6,39.9,38.8,32.3,1,Alert
818,Kolar,Tomato,2023,3,150,Summer,0,0,16.5,41.4,65.8,19.5,27.9,765,66.9,-1418,96,0.36,0.653,7,33.8,76.3,20.9,65.3,29.2,1,Alert
819,Vijayapura,Soybean,2024,5,16,Summer,0,0,67.9,40.9,57.9,27.9,29.2,5319,511.1,3136,24,0.503,0.538,10,24.9,71.4,51.1,35.1,27.4,1,Alert
820,Dharwada,Cotton,2023,7,47,Kharif,1,0,52.3,36.6,64.8,29.3,33.9,7058,804.4,4875,29,0.534,0.677,10,11.4,68.4,80.4,30.6,35.5,1,Alert
821,Vijayapura,Soybean,2024,7,170,Kharif,1,0,57.8,36.3,59.5,35.7,20.1,4643,582.9,2460,14,0.608,0.608,4,11.4,72.1,58.3,26.6,20.9,0,Safe
822,Bagalkot,Sugarcane,2024,7,183,Kharif,1,0,45.8,36.7,68.4,28.4,35.7,3352,342.1,1169,72,0.486,0.633,7,8.7,67.9,34.2,54.4,34.6,1,Alert
823,Bidar,Sorghum,2024,5,2,Summer,0,0,33.6,33.4,62.2,11.2,18.1,3438,423.3,1255,22,0.625,0.609,10,42.0,85.3,42.3,30.6,26.8,1,Alert
824,Mysuru,Paddy,2024,7,34,Kharif,1,0,81.6,31.4,70.3,52.5,31.7,2197,217.0,14,38,0.264,0.764,4,2.4,57.9,21.7,30.8,11.7,0,Safe
825,Gadag,Wheat,2024,12,192,Rabi,0,1,7.8,29.6,53.2,40.6,52.2,2342,233.1,159,9,0.479,0.622,10,9.6,53.6,23.3,23.4,13.1,0,Safe
826,Chitradurga,Groundnut,2022,5,263,Summer,0,0,113.8,35.1,60.5,14.4,31.7,6976,739.1,4793,22,0.51,0.649,9,31.4,76.9,73.9,28.5,26.8,1,Alert
827,Mandya,Sugarcane,2024,9,325,Kharif,1,0,56.0,30.3,69.0,65.0,26.9,3381,357.5,1198,7,0.313,0.702,8,28.0,54.0,35.8,18.4,24.8,0,Safe
828,Kodagu,Coffee,2023,5,271,Summer,0,0,231.3,24.3,82.2,41.0,33.4,10440,1200.6,8257,13,0.081,0.74,2,13.2,62.8,120.1,19.5,36.5,1,Alert
829,Kalaburagi,Soybean,2024,1,262,Rabi,0,1,3.8,39.6,63.9,21.7,30.2,4773,527.4,2590,10,0.674,0.54,10,51.6,74.0,52.7,28.0,25.8,1,Alert
830,Haveri,Cotton,2024,8,178,Kharif,1,0,66.1,32.5,63.3,44.4,39.2,6664,801.3,4481,81,0.284,0.737,7,17.0,58.2,80.1,53.6,32.5,1,Alert
831,Dharwad,Cotton,2024,3,262,Summer,0,0,7.6,40.3,81.6,23.0,29.7,7033,844.6,4850,3,0.412,0.671,2,27.7,73.7,84.5,17.9,40.3,1,Alert
832,Chikkaballapur,Tomato,2022,11,3,Rabi,0,1,29.2,34.5,56.7,36.4,34.4,636,75.6,-1547,49,0.464,0.656,11,59.9,64.6,23.0,41.7,25.0,1,Alert
833,Chitradurga,Groundnut,2023,11,40,Rabi,0,1,17.5,28.8,62.4,40.9,44.1,6191,758.3,4008,71,0.418,0.788,6,0.0,57.5,75.8,46.1,30.7,1,Alert
834,Yadgir,Paddy,2023,11,36,Rabi,0,1,11.3,32.4,47.5,26.0,32.3,2054,275.5,-129,27,0.753,0.484,12,44.1,70.8,28.8,39.3,30.3,1,Alert
835,Yadgir,Paddy,2024,1,35,Rabi,0,1,4.5,32.4,62.5,16.0,26.6,2096,258.8,-87,117,0.749,0.446,11,39.6,78.7,26.8,86.2,31.3,1,Alert
836,Bagalkot,Sugarcane,2023,7,237,Kharif,1,0,43.0,34.0,54.7,37.1,22.7,3454,335.3,1271,126,0.477,0.643,10,32.4,70.1,33.5,80.8,30.0,1,Alert
837,Bengaluru,Tomato,2023,2,162,Rabi,0,1,6.3,32.0,85.6,20.5,40.7,707,97.3,-1476,1,0.244,0.467,0,19.2,69.4,24.5,27.1,22.7,0,Safe
838,Bidar,Sorghum,2023,1,7,Rabi,0,1,5.7,33.4,53.8,37.0,33.6,2908,428.9,725,37,0.63,0.597,7,38.0,64.7,42.9,38.7,25.7,1,Alert
839,Dharwada,Cotton,2023,9,278,Kharif,1,0,41.6,29.3,57.3,50.0,45.8,7097,840.5,4914,44,0.418,0.656,7,10.1,52.1,84.0,39.2,41.3,1,Alert
840,Davangere,Paddy,2022,1,21,Rabi,0,1,4.3,36.2,56.0,55.1,48.5,2019,264.4,-164,17,0.428,0.71,8,18.1,48.2,28.1,23.0,19.9,0,Safe
841,Kodagu,Coffee,2024,8,9,Kharif,1,0,140.8,23.2,77.2,54.9,34.1,9183,1179.4,7000,31,0.162,0.747,0,5.5,55.5,117.9,28.1,41.5,1,Alert
842,Dharwad,Cotton,2024,7,255,Kharif,1,0,60.6,38.8,74.1,25.5,28.7,7137,871.6,4954,9,0.363,0.678,8,0.7,72.9,87.2,20.6,38.1,1,Alert
843,Bangalore Rural,Tomato,2024,12,353,Rabi,0,1,9.0,29.0,60.1,32.1,36.4,694,24.9,-1489,33,0.27,0.618,10,54.3,65.8,17.4,35.6,25.6,1,Alert
844,Hassan,Paddy,2024,9,55,Kharif,1,0,90.9,33.4,73.5,68.8,33.6,2314,252.8,131,22,0.274,0.777,3,9.1,48.8,25.3,22.1,15.6,0,Safe
845,Ramanagara,Ragi,2024,7,100,Kharif,1,0,119.9,34.3,68.7,28.2,37.2,3810,467.9,1627,17,0.113,0.66,3,26.4,67.3,46.8,25.5,18.7,0,Safe
846,Bidar,Sorghum,2023,5,109,Summer,0,0,35.2,36.8,53.8,14.0,3.0,3335,368.1,1152,27,0.576,0.581,9,36.0,91.5,36.8,34.5,36.0,1,Alert
847,Dharwad,Cotton,2024,10,247,Summer,0,0,77.4,34.7,65.8,48.2,41.9,6170,784.1,3987,7,0.41,0.709,5,32.7,55.0,78.4,18.1,28.2,1,Alert
848,Uttara Kannada,Paddy,2022,5,112,Summer,0,0,166.5,34.7,66.2,54.0,23.1,2563,287.8,380,3,0.041,0.762,5,12.2,61.5,28.8,13.4,12.6,0,Safe
849,Raichur,Paddy,2022,10,355,Summer,0,0,139.7,37.5,60.3,23.9,37.3,1991,264.8,-192,18,0.605,0.537,11,20.8,69.4,28.4,32.1,24.5,0,Safe
850,Chitradurga,Groundnut,2022,3,306,Summer,0,0,6.1,38.5,65.0,7.7,40.6,6896,768.9,4713,21,0.374,0.653,9,25.6,75.8,76.9,27.8,39.8,1,Alert
